source_id,tier,institution_id,institution_name,source_name,source_type,url,collection_method,update_frequency,reliability_level,strategic_themes,active,notes,extraction_mode,coverage_scope,coverage_priority,sme_relevance,source_validation_status,collector_capability,mvp_active,claude_eligible,mvp_status,customer_segment,institution_group,display_name,legal_name,exclusion_reason,last_validated_at,institution_type,strategic_partner_priority,official_source_valid,collector_accessible,extraction_structurally_valid,monitoring_mode,weekly_collection_enabled,source_recovery_status,retry_cadence,next_retry_at,consecutive_access_denied,last_access_denied_at,last_success_at,source_recovery_representative,blocked_status_notes
REG-222,Tier 1,mastercard,Mastercard,Mastercard Digital Assets / Multi-Rail News,Resmi Basın Bülteni Sayfası,https://www.mastercard.com/news/press/?q=stablecoin%20multi-rail%20digital%20assets,browser_required,Weekly,Yüksek,Global İyi Uygulama; Ödemeler ve POS; Ticari Kartlar; Gömülü Finans; Ağ Standartları,True,Official Mastercard source blocks standards-based static requests; browser collector required before MVP/Claude.,weekly_development,Kritik Stratejik Ödeme Ağı ve Teknoloji Ortağı,Kritik,Yüksek,browser_required,browser_required,False,False,blocked_official_source,Kart / Ödeme Altyapısı / Ticari Ödemeler,Global Ödeme Ağları,Mastercard,Mastercard,,2026-06-29T07:40:23.956053+00:00,Global Ödeme Ağı,Kritik,True,False,False,blocked_source_watch,False,Persistently Blocked,monthly,2026-07-29,2,2026-06-29,,,Official Mastercard current-source route is persistently access-denied; monitor via manual official evidence and representative monthly recovery checks.
REG-202,Tier 1,mastercard,Mastercard,Mastercard Türkiye Official Site,Resmi Site,https://www.mastercard.com.tr/tr-tr.html,browser_required,Weekly,Yüksek,Global İyi Uygulama; Ödemeler ve POS; Ticari Kartlar; Gömülü Finans; Ağ Standartları,True,Türkiye official shell; source-quality depends on rendered Turkish pages. Official Mastercard source blocks standards-based static requests; browser collector required before MVP/Claude.,manual,Kritik Stratejik Ödeme Ağı ve Teknoloji Ortağı,Kritik,Yüksek,browser_required,browser_required,False,False,blocked_official_source,Kart / Ödeme Altyapısı / Ticari Ödemeler,Global Ödeme Ağları,Mastercard,Mastercard,,2026-06-29T07:40:23.956053+00:00,Global Ödeme Ağı,Kritik,True,False,False,blocked_source_watch,False,Persistently Blocked,monthly,2026-07-29,2,2026-06-29,,,Official Mastercard current-source route is persistently access-denied; monitor via manual official evidence and representative monthly recovery checks.
REG-203,Tier 1,mastercard,Mastercard,Mastercard Business Overview,Resmi Ürün Sayfası,https://www.mastercard.com/global/en/business/overview.html,browser_required,Weekly,Yüksek,Global İyi Uygulama; Ödemeler ve POS; Ticari Kartlar; Gömülü Finans; Ağ Standartları,True,Official Mastercard source blocks standards-based static requests; browser collector required before MVP/Claude.,benchmark_fact,Kritik Stratejik Ödeme Ağı ve Teknoloji Ortağı,Kritik,Yüksek,browser_required,browser_required,False,False,Benchmark only,Kart / Ödeme Altyapısı / Ticari Ödemeler,Global Ödeme Ağları,Mastercard,Mastercard,,2026-06-29T07:40:23.956053+00:00,Global Ödeme Ağı,Kritik,True,True,True,benchmark_monitoring,False,Accessible,,,,,,,Benchmark/capability surface; never creates recent developments by itself.
REG-204,Tier 1,mastercard,Mastercard,Mastercard Commercial Cards,Resmi Ürün Sayfası,https://www.mastercard.com/global/en/business/payment-solutions/commercial-cards.html,browser_required,Weekly,Yüksek,Global İyi Uygulama; Ödemeler ve POS; Ticari Kartlar; Gömülü Finans; Ağ Standartları,True,Official Mastercard source blocks standards-based static requests; browser collector required before MVP/Claude.,benchmark_fact,Kritik Stratejik Ödeme Ağı ve Teknoloji Ortağı,Kritik,Yüksek,browser_required,browser_required,False,False,Benchmark only,Kart / Ödeme Altyapısı / Ticari Ödemeler,Global Ödeme Ağları,Mastercard,Mastercard,,2026-06-29T07:40:23.956053+00:00,Global Ödeme Ağı,Kritik,True,True,True,benchmark_monitoring,False,Accessible,,,,,,,Benchmark/capability surface; never creates recent developments by itself.
REG-205,Tier 1,mastercard,Mastercard,Mastercard Small Business Solutions,Resmi Ürün Sayfası,https://www.mastercard.com/global/en/business/payment-solutions/small-business.html,browser_required,Weekly,Yüksek,Global İyi Uygulama; Ödemeler ve POS; Ticari Kartlar; Gömülü Finans; Ağ Standartları,True,Official Mastercard source blocks standards-based static requests; browser collector required before MVP/Claude.,benchmark_fact,Kritik Stratejik Ödeme Ağı ve Teknoloji Ortağı,Kritik,Yüksek,browser_required,browser_required,False,False,Benchmark only,Kart / Ödeme Altyapısı / Ticari Ödemeler,Global Ödeme Ağları,Mastercard,Mastercard,,2026-06-29T07:40:23.956053+00:00,Global Ödeme Ağı,Kritik,True,True,True,benchmark_monitoring,False,Accessible,,,,,,,Benchmark/capability surface; never creates recent developments by itself.
REG-206,Tier 1,mastercard,Mastercard,Mastercard Virtual Cards,Resmi Ürün Sayfası,https://www.mastercard.com/global/en/business/payment-solutions/virtual-cards.html,browser_required,Weekly,Yüksek,Global İyi Uygulama; Ödemeler ve POS; Ticari Kartlar; Gömülü Finans; Ağ Standartları,True,Official Mastercard source blocks standards-based static requests; browser collector required before MVP/Claude.,benchmark_fact,Kritik Stratejik Ödeme Ağı ve Teknoloji Ortağı,Kritik,Yüksek,browser_required,browser_required,False,False,Benchmark only,Kart / Ödeme Altyapısı / Ticari Ödemeler,Global Ödeme Ağları,Mastercard,Mastercard,,2026-06-29T07:40:23.956053+00:00,Global Ödeme Ağı,Kritik,True,True,True,benchmark_monitoring,False,Accessible,,,,,,,Benchmark/capability surface; never creates recent developments by itself.
REG-207,Tier 1,mastercard,Mastercard,Mastercard Accounts Payable,Resmi Ürün Sayfası,https://www.mastercard.com/global/en/business/payment-solutions/accounts-payable.html,browser_required,Weekly,Yüksek,Global İyi Uygulama; Ödemeler ve POS; Ticari Kartlar; Gömülü Finans; Ağ Standartları,True,Official Mastercard source blocks standards-based static requests; browser collector required before MVP/Claude.,benchmark_fact,Kritik Stratejik Ödeme Ağı ve Teknoloji Ortağı,Kritik,Yüksek,browser_required,browser_required,False,False,Benchmark only,Kart / Ödeme Altyapısı / Ticari Ödemeler,Global Ödeme Ağları,Mastercard,Mastercard,,2026-06-29T07:40:23.956053+00:00,Global Ödeme Ağı,Kritik,True,True,True,benchmark_monitoring,False,Accessible,,,,,,,Benchmark/capability surface; never creates recent developments by itself.
REG-208,Tier 1,mastercard,Mastercard,Mastercard Accounts Receivable,Resmi Ürün Sayfası,https://www.mastercard.com/global/en/business/payment-solutions/accounts-receivable.html,browser_required,Weekly,Yüksek,Global İyi Uygulama; Ödemeler ve POS; Ticari Kartlar; Gömülü Finans; Ağ Standartları,True,Official Mastercard source blocks standards-based static requests; browser collector required before MVP/Claude.,benchmark_fact,Kritik Stratejik Ödeme Ağı ve Teknoloji Ortağı,Kritik,Yüksek,browser_required,browser_required,False,False,Benchmark only,Kart / Ödeme Altyapısı / Ticari Ödemeler,Global Ödeme Ağları,Mastercard,Mastercard,,2026-06-29T07:40:23.956053+00:00,Global Ödeme Ağı,Kritik,True,True,True,benchmark_monitoring,False,Accessible,,,,,,,Benchmark/capability surface; never creates recent developments by itself.
REG-209,Tier 1,mastercard,Mastercard,Mastercard Cross-Border Services,Resmi Ürün Sayfası,https://www.mastercard.com/global/en/business/payment-solutions/cross-border-services.html,browser_required,Weekly,Yüksek,Global İyi Uygulama; Ödemeler ve POS; Ticari Kartlar; Gömülü Finans; Ağ Standartları,True,Official Mastercard source blocks standards-based static requests; browser collector required before MVP/Claude.,benchmark_fact,Kritik Stratejik Ödeme Ağı ve Teknoloji Ortağı,Kritik,Yüksek,browser_required,browser_required,False,False,Benchmark only,Kart / Ödeme Altyapısı / Ticari Ödemeler,Global Ödeme Ağları,Mastercard,Mastercard,,2026-06-29T07:40:23.956053+00:00,Global Ödeme Ağı,Kritik,True,True,True,benchmark_monitoring,False,Accessible,,,,,,,Benchmark/capability surface; never creates recent developments by itself.
REG-211,Tier 1,mastercard,Mastercard,Mastercard Click to Pay / Merchant Acceptance,Resmi Basın Bülteni Sayfası,https://www.mastercard.com/news/eemea/en/newsroom/press-releases/en/2026/may/network-international-jordan-launches-click-to-pay-through-mastercard-merchant-cloud-expanding-access-to-secure-digital-payments/,browser_required,Weekly,Yüksek,Global İyi Uygulama; Ödemeler ve POS; Ticari Kartlar; Gömülü Finans; Ağ Standartları,True,Official Mastercard source blocks standards-based static requests; browser collector required before MVP/Claude.,weekly_development,Kritik Stratejik Ödeme Ağı ve Teknoloji Ortağı,Kritik,Yüksek,browser_required,browser_required,False,False,blocked_official_source,Kart / Ödeme Altyapısı / Ticari Ödemeler,Global Ödeme Ağları,Mastercard,Mastercard,,2026-06-29T07:40:23.956053+00:00,Global Ödeme Ağı,Kritik,True,False,False,blocked_source_watch,False,Persistently Blocked,monthly,2026-07-29,2,2026-06-29,,,Official Mastercard current-source route is persistently access-denied; monitor via manual official evidence and representative monthly recovery checks.
REG-216,Tier 1,mastercard,Mastercard,Mastercard Agentic Commerce Advisory,Resmi Araştırma / İçgörü Sayfası,https://www.mastercardservices.com/en/advisors/commerce-reimagined-agentic-edge,static_scrape,Weekly,Yüksek,Global İyi Uygulama; Ödemeler ve POS; Ticari Kartlar; Gömülü Finans; Ağ Standartları,True,Static page reachable; product/capability surface should not create fake recent developments.,benchmark_fact,Kritik Stratejik Ödeme Ağı ve Teknoloji Ortağı,Kritik,Yüksek,benchmark_ready,static_scrape,False,False,Benchmark only,Kart / Ödeme Altyapısı / Ticari Ödemeler,Global Ödeme Ağları,Mastercard,Mastercard,,2026-06-29T07:40:23.956053+00:00,Global Ödeme Ağı,Kritik,True,True,True,benchmark_monitoring,False,Accessible,,,,,,,Benchmark/capability surface; never creates recent developments by itself.
REG-219,Tier 1,mastercard,Mastercard,Mastercard Cybersecurity Services,Resmi Araştırma / İçgörü Sayfası,https://www.mastercardservices.com/en/resources/webinar/mastering-cyber-resilience-strategies-acquirers-and-processors-face-emerging,browser_required,Weekly,Yüksek,Global İyi Uygulama; Ödemeler ve POS; Ticari Kartlar; Gömülü Finans; Ağ Standartları,True,Official Mastercard source blocks standards-based static requests; browser collector required before MVP/Claude.,benchmark_fact,Kritik Stratejik Ödeme Ağı ve Teknoloji Ortağı,Kritik,Yüksek,browser_required,browser_required,False,False,Benchmark only,Kart / Ödeme Altyapısı / Ticari Ödemeler,Global Ödeme Ağları,Mastercard,Mastercard,,2026-06-29T07:40:23.956053+00:00,Global Ödeme Ağı,Kritik,True,True,True,benchmark_monitoring,False,Accessible,,,,,,,Benchmark/capability surface; never creates recent developments by itself.
REG-220,Tier 1,mastercard,Mastercard,Mastercard Open Finance Advisory,Resmi Araştırma / İçgörü Sayfası,https://www.mastercardservices.com/en/advisors/payments-consulting/insights/open-finance-framework-arab-region-more-question-scope,browser_required,Weekly,Yüksek,Global İyi Uygulama; Ödemeler ve POS; Ticari Kartlar; Gömülü Finans; Ağ Standartları,True,Official Mastercard source blocks standards-based static requests; browser collector required before MVP/Claude.,benchmark_fact,Kritik Stratejik Ödeme Ağı ve Teknoloji Ortağı,Kritik,Yüksek,browser_required,browser_required,False,False,Benchmark only,Kart / Ödeme Altyapısı / Ticari Ödemeler,Global Ödeme Ağları,Mastercard,Mastercard,,2026-06-29T07:40:23.956053+00:00,Global Ödeme Ağı,Kritik,True,True,True,benchmark_monitoring,False,Accessible,,,,,,,Benchmark/capability surface; never creates recent developments by itself.
REG-221,Tier 1,mastercard,Mastercard,Mastercard Data and Analytics for Financial Institutions,Resmi Araştırma / İçgörü Sayfası,https://www.mastercardservices.com/en/resources/webinar/enhancing-customer-journey-data-driven-personalization-financial-institutions,static_scrape,Weekly,Yüksek,Global İyi Uygulama; Ödemeler ve POS; Ticari Kartlar; Gömülü Finans; Ağ Standartları,True,Reachable but no reliable dated post-cutoff item-level links.,benchmark_fact,Kritik Stratejik Ödeme Ağı ve Teknoloji Ortağı,Kritik,Yüksek,needs_review,static_scrape,False,False,Benchmark only,Kart / Ödeme Altyapısı / Ticari Ödemeler,Global Ödeme Ağları,Mastercard,Mastercard,,2026-06-29T07:40:23.956053+00:00,Global Ödeme Ağı,Kritik,True,True,True,benchmark_monitoring,False,Accessible,,,,,,,Benchmark/capability surface; never creates recent developments by itself.
REG-223,Tier 1,mastercard,Mastercard,Mastercard Global Press,Resmi Basın Bülteni Sayfası,https://www.mastercard.com/news/press/,browser_required,Weekly,Yüksek,Global İyi Uygulama; Ödemeler ve POS; Ticari Kartlar; Gömülü Finans; Ağ Standartları,True,Official Mastercard source blocks standards-based static requests; browser collector required before MVP/Claude.,weekly_development,Kritik Stratejik Ödeme Ağı ve Teknoloji Ortağı,Kritik,Yüksek,browser_required,browser_required,False,False,blocked_official_source,Kart / Ödeme Altyapısı / Ticari Ödemeler,Global Ödeme Ağları,Mastercard,Mastercard,,2026-06-29T07:40:23.956053+00:00,Global Ödeme Ağı,Kritik,True,False,False,blocked_source_watch,False,Persistently Blocked,monthly,2026-07-29,2,2026-06-29,,,Official Mastercard current-source route is persistently access-denied; monitor via manual official evidence and representative monthly recovery checks.
REG-224,Tier 1,mastercard,Mastercard,Mastercard Commercial Payments News,Resmi Basın Bülteni Sayfası,https://www.mastercard.com/news/press/?q=commercial%20payments,browser_required,Weekly,Yüksek,Global İyi Uygulama; Ödemeler ve POS; Ticari Kartlar; Gömülü Finans; Ağ Standartları,True,Official Mastercard source blocks standards-based static requests; browser collector required before MVP/Claude.,weekly_development,Kritik Stratejik Ödeme Ağı ve Teknoloji Ortağı,Kritik,Yüksek,browser_required,browser_required,False,False,blocked_official_source,Kart / Ödeme Altyapısı / Ticari Ödemeler,Global Ödeme Ağları,Mastercard,Mastercard,,2026-06-29T07:40:23.956053+00:00,Global Ödeme Ağı,Kritik,True,False,False,blocked_source_watch,False,Persistently Blocked,monthly,2026-07-29,2,2026-06-29,,,Official Mastercard current-source route is persistently access-denied; monitor via manual official evidence and representative monthly recovery checks.
REG-225,Tier 1,mastercard,Mastercard,Mastercard Receivables Manager Search Surface,Resmi Basın Bülteni Sayfası,https://www.mastercard.com/news/press/?q=receivables%20manager,browser_required,Weekly,Yüksek,Global İyi Uygulama; Ödemeler ve POS; Ticari Kartlar; Gömülü Finans; Ağ Standartları,True,Official Mastercard source blocks standards-based static requests; browser collector required before MVP/Claude.,weekly_development,Kritik Stratejik Ödeme Ağı ve Teknoloji Ortağı,Kritik,Yüksek,browser_required,browser_required,False,False,blocked_official_source,Kart / Ödeme Altyapısı / Ticari Ödemeler,Global Ödeme Ağları,Mastercard,Mastercard,,2026-06-29T07:40:23.956053+00:00,Global Ödeme Ağı,Kritik,True,False,False,blocked_source_watch,False,Persistently Blocked,monthly,2026-07-29,2,2026-06-29,,,Official Mastercard current-source route is persistently access-denied; monitor via manual official evidence and representative monthly recovery checks.
REG-226,Tier 1,mastercard,Mastercard,Mastercard Embedded Finance Search Surface,Resmi Basın Bülteni Sayfası,https://www.mastercard.com/news/press/?q=embedded%20finance,browser_required,Weekly,Yüksek,Global İyi Uygulama; Ödemeler ve POS; Ticari Kartlar; Gömülü Finans; Ağ Standartları,True,Official Mastercard source blocks standards-based static requests; browser collector required before MVP/Claude.,weekly_development,Kritik Stratejik Ödeme Ağı ve Teknoloji Ortağı,Kritik,Yüksek,browser_required,browser_required,False,False,blocked_official_source,Kart / Ödeme Altyapısı / Ticari Ödemeler,Global Ödeme Ağları,Mastercard,Mastercard,,2026-06-29T07:40:23.956053+00:00,Global Ödeme Ağı,Kritik,True,False,False,blocked_source_watch,False,Persistently Blocked,monthly,2026-07-29,2,2026-06-29,,,Official Mastercard current-source route is persistently access-denied; monitor via manual official evidence and representative monthly recovery checks.
REG-227,Tier 1,mastercard,Mastercard,Mastercard Agent Pay Official News,Resmi Basın Bülteni Sayfası,https://www.mastercard.com/news/press/?q=Agent%20Pay,browser_required,Weekly,Yüksek,Global İyi Uygulama; Ödemeler ve POS; Ticari Kartlar; Gömülü Finans; Ağ Standartları,True,Official Mastercard source blocks standards-based static requests; browser collector required before MVP/Claude.,weekly_development,Kritik Stratejik Ödeme Ağı ve Teknoloji Ortağı,Kritik,Yüksek,browser_required,browser_required,False,False,blocked_official_source,Kart / Ödeme Altyapısı / Ticari Ödemeler,Global Ödeme Ağları,Mastercard,Mastercard,,2026-06-29T07:40:23.956053+00:00,Global Ödeme Ağı,Kritik,True,False,False,blocked_source_watch,False,Persistently Blocked,monthly,2026-07-29,2,2026-06-29,,,Official Mastercard current-source route is persistently access-denied; monitor via manual official evidence and representative monthly recovery checks.
REG-228,Tier 1,mastercard,Mastercard,Mastercard Tokenization / Network Credentials,Resmi Basın Bülteni Sayfası,https://www.mastercard.com/news/press/?q=tokenization%20network%20credentials,browser_required,Weekly,Yüksek,Global İyi Uygulama; Ödemeler ve POS; Ticari Kartlar; Gömülü Finans; Ağ Standartları,True,Official Mastercard source blocks standards-based static requests; browser collector required before MVP/Claude.,weekly_development,Kritik Stratejik Ödeme Ağı ve Teknoloji Ortağı,Kritik,Yüksek,browser_required,browser_required,False,False,blocked_official_source,Kart / Ödeme Altyapısı / Ticari Ödemeler,Global Ödeme Ağları,Mastercard,Mastercard,,2026-06-29T07:40:23.956053+00:00,Global Ödeme Ağı,Kritik,True,False,False,blocked_source_watch,False,Persistently Blocked,monthly,2026-07-29,2,2026-06-29,,,Official Mastercard current-source route is persistently access-denied; monitor via manual official evidence and representative monthly recovery checks.
REG-229,Tier 1,mastercard,Mastercard,Mastercard Identity Check / Authentication,Resmi Basın Bülteni Sayfası,https://www.mastercard.com/news/press/?q=identity%20check%20authentication,browser_required,Weekly,Yüksek,Global İyi Uygulama; Ödemeler ve POS; Ticari Kartlar; Gömülü Finans; Ağ Standartları,True,Official Mastercard source blocks standards-based static requests; browser collector required before MVP/Claude.,weekly_development,Kritik Stratejik Ödeme Ağı ve Teknoloji Ortağı,Kritik,Yüksek,browser_required,browser_required,False,False,blocked_official_source,Kart / Ödeme Altyapısı / Ticari Ödemeler,Global Ödeme Ağları,Mastercard,Mastercard,,2026-06-29T07:40:23.956053+00:00,Global Ödeme Ağı,Kritik,True,False,False,blocked_source_watch,False,Persistently Blocked,monthly,2026-07-29,2,2026-06-29,,,Official Mastercard current-source route is persistently access-denied; monitor via manual official evidence and representative monthly recovery checks.
REG-230,Tier 1,mastercard,Mastercard,Mastercard US Press Releases,Resmi Basın Bülteni Sayfası,https://www.mastercard.com/us/en/news-and-trends/press.html,browser_required,Weekly,Yüksek,Global İyi Uygulama; Ödemeler ve POS; Ticari Kartlar; Gömülü Finans; Ağ Standartları,False,Official source but current collector receives access_denied.,weekly_development,Kritik Stratejik Ödeme Ağı ve Teknoloji Ortağı,Kritik,Yüksek,unknown,browser_required,False,False,blocked_official_source,Kart / Ödeme Altyapısı / Ticari Ödemeler,Global Ödeme Ağları,Mastercard,Mastercard,Official source but current collector receives access_denied.,2026-06-29T07:42:21+00:00,Global Ödeme Ağı,Kritik,True,False,False,blocked_source_watch,False,Persistently Blocked,monthly,2026-07-29,2,2026-06-29,,,Official Mastercard current-source route is persistently access-denied; monitor via manual official evidence and representative monthly recovery checks.
REG-231,Tier 1,mastercard,Mastercard,Mastercard Legacy Newsroom Press,Resmi Basın Bülteni Sayfası,https://newsroom.mastercard.com/news/press/,static_scrape,Weekly,Yüksek,Global İyi Uygulama; Ödemeler ve POS; Ticari Kartlar; Gömülü Finans; Ağ Standartları,True,"Accessible official listing, but latest visible item is before cutoff.",weekly_development,Kritik Stratejik Ödeme Ağı ve Teknoloji Ortağı,Kritik,Yüksek,stale_or_pre_cutoff,static_scrape,False,False,historical_resolution_only,Kart / Ödeme Altyapısı / Ticari Ödemeler,Global Ödeme Ağları,Mastercard,Mastercard,,2026-06-29T07:42:22+00:00,Global Ödeme Ağı,Kritik,True,True,True,historical_resolution,False,Accessible,,,,,,,Legacy resolver only; excluded from weekly recent-item discovery.
